	Score1	Group	Score2	Species Score3	
35d08695b59e5d995c9e061c526ebe80	0.95	NA	1	Lactobacillus_oris	0.73
b5fe737e65d3d7ee63be26ab0fac7d2f	0.53	NA	1	Streptococcus_equinus	0.38
c12ed0226d1734941c87d04fa3d45e34	0.62	NA	0.9	Eubacterium_coprostanoligenes	0.75
e08509993aa31254a272261de2558cd3	0.6	NA	0.39	Acidaminococcus_intestini	0.39
8940d39c38cfde8007182d713ae2ea76	0.58	NA	0.96	Anaerostipes_hadrus	0.96
668f3f4528e525b7fcefa27b616f3bd5	0.73	XIVa	1	Blautia_luti	0.9
f2c32a1e6fd96e2f1799031ed3dbe547	0.58	XIVa	0.5	Blautia_luti	0.5
5fd4aa76947c188e2ddf382534e5a2b4	0.62	NA	0.7	Bacteroides_plebeius	0.7
1d2007890b2b4e9e3f7c57937b60326e	0.89	AMBIGUOUS	0	AMBIGUOUS	0
cf7b8f494dd12128f769648715863621	0.69	NA	1	Collinsella_aerofaciens	0.9
5747394d9d4c7290b648e13422eb7923	0.58	NA	0.96	Anaerostipes_hadrus	0.96
3bcd07b29eca2f9d2f17cbe39625422b	0.71	NA	1	Bacteroides_vulgatus	0.99
84868a4483378fba4f2a26f112ce596e	0.69	XIVa	0.9	Eubacterium_hallii	0.9
d0c3540d88f607a221e6b6d2910de431	0.73	IV	1	Faecalibacterium_prausnitzii	1
8e71c562ba829a8c4c42ee53ad716ed1	0.68	NA	0.77	Clostridium_ruminantium	0.47
4a9dd859d2efca2fc06aa8d0215bfb99	0.59	NA	1	Collinsella_aerofaciens	0.8
aae0bf503f1769c971c1a221c334754f	0.38	NA	0.69	Clostridiisalibacter_paucivorans	0.01
52c50525f2458f45ed5b04c72be88cfe	0.66	NA	1	Lactobacillus_kitasatonis	0.02
43ce521fe72e3abb5fd54fb76aa95b7c	0.78	NA	1	Chitinibacter_tainanensis	0.3
50013755f03fab053ee0ff86e2c223d3	0.57	XVIII	0.86	Clostridium_ramosum	0.86
f6a6c172fa939a5dc14007c45bcf71cb	0.54	NA	0.52	Eubacterium_coprostanoligenes	0.32
ba97d99fd886837ff976459caac4e61c	0.67	XIVa	0.7	Blautia_wexlerae	0.35
4eb966fdebce11e061c2e1b95088f75e	0.09	NA	1	AMBIGUOUS	0
729e4ebf4f97ca99ec5c135177612127	0.65	IV	1	Faecalibacterium_prausnitzii	1
1d7f56290ef8db345a968181e6a465f7	0.66	NA	0.9	Megasphaera_micronuciformis	0.51
ee36bd688c7106cbf95cac10caa26665	0.75	NA	1	Bacteroides_vulgatus	0.89
ceb914fe5d90e5fc34ebdd1413715586	0.61	XVIII	0.9	Clostridium_ramosum	0.9
a62252be474e403e86169d54b65f88c4	0.65	NA	0.91	Fusicatenibacter_saccharivorans	0.91
a1b921c15f0495f5032d2bb7099884f5	0.76	NA	1	Parabacteroides_merdae	0.99
e83c348becb4c06d642c8b6c2e9ed4e7	0.56	NA	1	AMBIGUOUS	0
a455349aaf9d8b1852e5f039d04ccf51	0.53	NA	0.88	Armatimonas_rosea	0.82
323b2d4b910ae82068463d5ebfde3afd	0.64	XVIII	0.8	Clostridium_ramosum	0.8
03ea8e209e3a27021977dce397a4bbc7	0.64	NA	0.87	Fusicatenibacter_saccharivorans	0.87
7a1ff73a5bef961893cbfb461ea9de03	0.77	XIVa	1	Blautia_luti	0.95
ad9cb4a58b23a2c148ed21346ac522c6	0.61	XVIII	0.8	Clostridium_ramosum	0.8
b9f6f8fdbb791679523fe81cfbe6f0ab	0.69	NA	1	Eggerthella_lenta	0.99
c67d843987b09fc6b6fe1d644f1f94a1	0.55	NA	1	AMBIGUOUS	0
a66dd7f3476e35b4af75c2a321c5b8ee	0.6	NA	0.75	Coprococcus_comes	0.75
a50a5b89f0fbcc14cf78690439381493	0.38	NA	0.89	AMBIGUOUS	0
d0d114f32d72b16e76551251191d5a3a	0.6	NA	0.9	Clostridium_ruminantium	0.5
a9dadcabaffdeb689a440f49d067acfc	0.56	NA	0.66	Eubacterium_coprostanoligenes	0.38
4be8600247846c411b49f9030145f25f	0.75	NA	1	AMBIGUOUS	0
8e63a1d30b41d6673f86ca14fbe91fd9	0.73	NA	1	Weissella_hellenica	0.14
a2dd4b6f7fbba90ffb8554ac6b3e1851	0.66	NA	1	Eggerthella_lenta	0.85
0b194c6dac480fcdb64a129fea08041b	0.56	XIVa	0.98	Ruminococcus_gnavus	0.98
e11b2772cb8ea669985d3f7ded94e2a5	0.63	AMBIGUOUS	0	AMBIGUOUS	0
828572d3a3e5bb880432df719005c67c	0.9	XIII	1	Parvimonas_micra	1
0f2fe905ed77d7c449c1d9569f3f5fc3	0.59	NA	1	Escherichia/Shigella_coli	0.73
7beffe09f9e053ed636838e63f2ea7e3	0.58	NA	1	Prevotella_copri	0.77
c72cb35a34bc06f904a17ae50ab1de01	0.73	XVI	1	Clostridium_innocuum	1
bfb0d18e2a97a24f0095bceb812d5225	0.59	XVI	1	Clostridium_innocuum	1
102a7c5f8bcb844517662b4c110bc1b6	0.58	NA	1	Bacteroides_faecichinchillae	0.41
12fe7e676d147b1d8e7de7b589171c67	0.72	NA	1	Agrobacterium_tumefaciens	0.84
7031da438d622022ca1e7abe4fdf7030	0.48	NA	1	Bacteroides_thetaiotaomicron	0.19
e781906dd87bfed26c5977009dc079ca	0.84	NA	1	Bacteroides_fragilis	1
b9e46ca81a9b744cb27643693469e37e	0.69	NA	1	Parabacteroides_distasonis	1
16d7f0d14cee41b5c9ca8333a728b361	0.7	NA	1	Escherichia/Shigella_coli	0.75
0349609a81876e8f7587c7d57a89c452	0.69	NA	1	Bifidobacterium_longum	0.31
289379c131355c7ee63bf875f595e0ce	0.72	NA	1	Escherichia/Shigella_coli	0.79
31cee5b155944549e7427979bd5f5acb	0.65	NA	1	Parabacteroides_distasonis	1
49da8f243aeb94a1d426bf7d4f80f8bf	0.59	AMBIGUOUS	0	AMBIGUOUS	0
47e4fa5616e80e73eec9d06eac8c6942	0.75	NA	1	AMBIGUOUS	0
822a98d583238ac63e57ad59d032b636	0.52	NA	0.7	Sphingomonas_parapaucimobilis	0.57
acb4d9b72543400e1a26135c54752b26	0.5	NA	0.81	Bacteroides_ovatus	0.39
8631696b731bbde45cc2dd2fd01e8b0f	0.68	NA	1	Bifidobacterium_longum	0.19
927bbcbb20683f152b1b41eafe1340fe	0.52	XIVa	0.8	Dorea_formicigenerans	0.8
828fd611e4d6a856f2998fb84e62080c	0.96	XIII	1	AMBIGUOUS	0
efb0b9fce69e1a813fc14700d1a9dae5	0.7	NA	0.9	Bifidobacterium_longum	0.55
53128c7a12658b061b7e180c3341160a	0.78	NA	1	Enterococcus_durans	0.54
4466ed6f7ba5627545bb1817465d4190	0.68	XIII	1	Finegoldia_magna	1
5877113099a87eca16e3497330f4d492	0.54	AMBIGUOUS	0	AMBIGUOUS	0
961e111310fd6ea75b595eb6a3175c1f	0.65	NA	1	Prevotella_copri	0.95
3b9f6a183efe2005842fb0e641d28e33	0.53	NA	0.66	Solobacterium_moorei	0.55
8a6c64662baba8fe3d15a9f49fc02756	0.74	IV	1	Flavonifractor_plautii	1
68871e920ace022ca12ef2fe8b58d00f	0.73	NA	1	AMBIGUOUS	0
c5a124941d050f00188abf2b14dd0433	0.68	NA	0.63	Fusobacterium_mortiferum	0.63
f1e846a2424655e2830d00556ebace25	0.88	NA	1	Alistipes_onderdonkii	0.67
d3d1395627e6decde6b5d069b8a046da	0.1	NA	0.99	Helicobacter_pylori	0.1
a0a199f056d200a0fc125df0338d90b9	0.52	NA	0.9	Planctomyces_brasiliensis	0.61
37b01d4be8b2777105f058f7c0b8279d	0.78	NA	1	Megamonas_funiformis	0.95
8b6aa486c0b0e373e4ce82a8afda2e4e	0.68	NA	1	Lachnoanaerobaculum_saburreum	0.39
9143644d32b4034869b3410c01a39c53	0.7	NA	1	Escherichia/Shigella_coli	0.68
8daef304a963e3d36d98cdaf3d443f08	0.64	NA	1	Escherichia/Shigella_coli	0.66
b9d63347691320cf31378cf1f080fff3	0.75	IV	1	Flavonifractor_plautii	1
f7b9cc1546565c762d63de8399b39f70	0.54	XIVa	0.8	Dorea_formicigenerans	0.75
52ed90e2cf519241bcc04da51c9bb3ab	0.59	NA	1	AMBIGUOUS	0
2b9254329c3944df38b6f5888c316c06	0.56	NA	1	Veillonella_ratti	0.76
f4068a697901b72b4680c59961da0c06	0.66	NA	1	Bacteroides_fragilis	0.8
e6832f9ed2791168085ac6b460b2746f	0.69	NA	1	Methylobacterium_aquaticum	0.81
34108fecceb2187eb2faad41f6ed80f4	0.33	III	0.1	Clostridium_caenicola	0.1
61e8a5eb017adb0aa7b04eb046ef5da0	0.75	XIVa	1	Ruminococcus_gnavus	0.95
c30db266b909224cfe04683be67ceb2f	0.63	NA	1	Bacillus_pumilus	0.37
f3d157cefc706498a359ddb472bea582	0.33	NA	1	Butyricimonas_virosa	0.66
084b14b3d157f131dad6a4bee1e96098	0.61	NA	1	AMBIGUOUS	0
6c721964752a83eecd327cc1f5cd08e9	0.7	NA	1	Escherichia/Shigella_coli	0.96
ff64b49a709ba38fe81a8af291c6d33f	0.51	NA	0.93	Escherichia/Shigella_coli	0.44
a4846525c1bd6cd60098628118c1a25e	0.64	NA	1	Streptococcus_macedonicus	0.65
65a6b9189641629b2979984500729acf	0.7	XVIII	0.84	Clostridium_ramosum	0.84
4decc2a5482b7015456e4d508c2c2297	0.65	IV	0.9	Faecalibacterium_prausnitzii	0.9
2e8b9db339cf6f44dc58ba3ea0b59657	0.58	NA	1	AMBIGUOUS	0
d82f8b05d69a4190ad13523068fb53fa	0.7	NA	1	Enterococcus_durans	0.48
0cc36844d476ccef13c4c2c6efaf319c	0.69	AMBIGUOUS	0	AMBIGUOUS	0
9f751715cb997a9a8644383ca62e0f09	0.47	NA	0.76	Prevotella_oris	0.23
a18ffaad9941dd80e07aff4aa2e386bf	0.7	IV	1	Faecalibacterium_prausnitzii	1
21bd44449edc09f4ca9652f29c81c48f	0.5	AMBIGUOUS	0	AMBIGUOUS	0
6cffeab634e49a5810e617cb4f5cb095	0.67	NA	1	Collinsella_aerofaciens	0.9
08e2409f8bef0bda6a96176d569bdae4	0.73	NA	1	Parabacteroides_distasonis	1
50cd0435918d7f21c4fedcd7e0abe0e2	0.76	NA	1	Turicibacter_sanguinis	1
9cbbd3459b3d3bac61727b0de474cc1b	0.75	NA	1	Escherichia/Shigella_coli	0.81
1e08cad8345fa5999ddc6d1eaa94a62a	0.56	XIVa	0.39	Anaerostipes_butyraticus	0.27
a39dc840633229aa4ac04791a5112b98	0.62	XVI	1	Clostridium_innocuum	1
9c1ecc4987a717550edb1cdd684df960	0.72	NA	1	Prevotella_copri	1
80656a1dbb256d0d3eb6c03d4b0f23b7	0.71	NA	1	Turicibacter_sanguinis	1
7eae5dc093f5e3d965dfd5f2e734fea2	0.79	NA	1	Lactobacillus_salivarius	0.81
6c43f4673b32c35d1fa01a86fbd1bc2b	0.58	NA	1	Prevotella_copri	0.52
a16f018212005faf737133ee269f4a4d	0.61	XIVa	0.6	Blautia_schinkii	0.28
31e87ca7bdd2acdd938c6b328520eae1	0.69	NA	1	Prevotella_bivia	1
e4723b1f37e1c726b5f7f9ee6e435e94	0.73	IV	1	Faecalibacterium_prausnitzii	1
8efa1fb4ab9a9ed8741e77ff5fbf6f9e	0.63	XIVa	0.89	Clostridium_hylemonae	0.21
113c0a289c876324a74b4eb1c3cc06aa	0.69	NA	0.9	Bacteroides_uniformis	0.69
38b4cb1fa8b413aeb328f8b778a17a7b	0.53	NA	1	Bifidobacterium_kashiwanohense	0.05
e1c92cbd0499c6850a0209c01b1e8dbc	0.75	NA	1	Escherichia/Shigella_coli	0.5
c878b625786713bf8947c2db264cee00	0.71	NA	1	Lactobacillus_crispatus	0.43
18ecea1259aff85424e0ac8f79c473a7	0.75	NA	1	Methylobacterium_aquaticum	0.9
08c9167c772ab88e8e81cdfcbeb537a9	0.67	NA	0.98	AMBIGUOUS	0
f3e03a57fec8decd27de533e734a396b	0.4	NA	0.95	AMBIGUOUS	0
f8fc21f2f5c5db8cd9d90826145b1c8a	0.68	NA	1	Collinsella_aerofaciens	1
31610e10730f4ccd111bc74e9f8dc8fb	0.72	I	1	Clostridium_disporicum	0.93
5d6488df0ecb04c554be613a10382c08	0.74	NA	1	Prevotella_copri	1
356de0eb2336a960830616814c68ee01	0.54	NA	0.4	Eubacterium_rangiferina	0.34
6707cd298b3dcd78e48ea0a87e58fd61	0.78	NA	1	Holdemania_filiformis	1
59fd62422a1d94e03f12f942c15d2081	0.75	NA	1	Lactobacillus_delbrueckii	0.98
238310db4d8b5f7009fc1af546d83869	0.71	NA	1	Lactobacillus_ruminis	0.32
b52dcbe45e85dd7424a2aac248ea71de	0.58	NA	1	AMBIGUOUS	0
022090251578fa25184a253624aa23cb	0.71	NA	1	Haemophilus_pittmaniae	0.51
06558804f8296750363c72f0fad9a018	0.63	NA	1	Fulvivirga_kasyanovii	0.78
31a96a6185e804f18d68248bfcda9ceb	0.76	NA	1	Streptococcus_parasanguinis	0.79
074d2f4008683348188574691b6a585d	0.59	NA	1	Dialister_succinatiphilus	0.82
079b8cf3bb0b2c31e4fab4b3a2302dd1	0.68	NA	1	Propionigenium_maris	0.82
73ba01dd3bd5907057dbfbabbc610d7c	0.74	I	1	Clostridium_disporicum	0.86
17a686a4140e5d4d00f79ba9a3641821	0.73	NA	1	Collinsella_aerofaciens	1
ac1145c0960554bd3d77fd527858b810	0.75	IV	1	Faecalibacterium_prausnitzii	1
1b73666c45d2b1d55601adbcc65591a8	0.67	XIVa	1	Ruminococcus_torques	1
d07275574de263c36b7831cb93b33540	0.75	NA	1	Prevotella_copri	0.9
f8e98ecfff8c7adb123bdd94374af022	0.43	IV	0.31	Faecalibacterium_prausnitzii	0.31
0f713a3c0266ce4db87c6d8769f0f67e	0.75	NA	1	AMBIGUOUS	0
1e4f6e757ceb65d58f0d2650b3bcec6f	0.57	XVI	0.9	Eubacterium_biforme	0.9
36c3e1a8044eacd61862fb3951730588	0.4	NA	1	Alicyclobacillus_contaminans	0.2
4c88e9033b448a981764457ff07a0ea1	0.69	XIVa	0.95	Eubacterium_hallii	0.45
9217d11b022f59d143ad2d9134221632	0.42	XI	0.68	Clostridium_hiranonis	0.27
f04671022c788c4e497fa5377f03b6ba	0.64	IV	1	Faecalibacterium_prausnitzii	1
b6e3fd340edec6cb5dfc71dab79e9dba	0.66	XIVa	1	Dorea_longicatena	1
cb671b67fb4e3b44fe6c9b4147cf9d17	0.56	NA	1	AMBIGUOUS	0
6c470e120a6903d9d453209b8a591246	0.72	NA	1	Turicibacter_sanguinis	1
d6e3fd5336f455217f4bbac221c66be2	0.58	NA	1	AMBIGUOUS	0
460e369d791e7906df09786a376eb400	0.7	NA	1	Prevotella_stercorea	0.9
b8c1578293ad747789b7c5fc3a3424fa	1	NA	1	AMBIGUOUS	0
ed087e9c1e8eddc14713ed8856935d4f	0.53	NA	0.92	Catenibacterium_mitsuokai	0.92
1e2e2841cacf0e5df8c23d0eed72bc3d	0.72	XIVa	1	Blautia_luti	1
fd2e08847b8e55e8997eae9e7e7b3d0f	0.68	IV	1	Ruminococcus_bromii	1
49c98a807e7c4b310d8642b4ca6f64c9	0.69	NA	1	Gemmiger_formicilis	0.9
aac4f04ecf178bff65d7ebe645edb1cf	0.54	NA	0.58	Collinsella_aerofaciens	0.48
e27ee69c8e5aed3cf227d4e9ca8ca44d	0.4	NA	0.47	Prevotella_multisaccharivorax	0.1
9ace365da9639c9b7fff32aac7f76462	0.61	NA	0.51	Gemmiger_formicilis	0.25
f1fded10a7ecb0ac91916f36343bf82f	0.66	NA	1	Collinsella_aerofaciens	1
02b0fd3636c5f378f6f8b2b0f0377022	0.75	NA	1	Bifidobacterium_adolescentis	0.57
69dd2fc27b16692400bf8dc108ec8802	0.4	AMBIGUOUS	0	AMBIGUOUS	0
86e3ace9c8fef23a22c8ab0d3420ef08	0.62	NA	1	Gemmiger_formicilis	0.85
a9327ff6f2d181b7cdc83780cb1f8dcf	0.71	NA	1	Lactobacillus_ruminis	0.32
c94f16d30466b4a2905a34fa500e3a54	0.59	NA	0.9	Clostridium_ruminantium	0.83
2cbef6c5e35c340ba2fec35bcd297b56	0.64	XIVa	1	Dorea_longicatena	1
02a86972e070455bf6bf7f26b4776ab4	0.7	NA	1	AMBIGUOUS	0
f3972a09c60437289e15c47164f2faee	0.65	NA	0.18	Clostridium_amylolyticum	0.18
051e9a0fdb4e9963935225e3c67af863	0.58	NA	1	Bifidobacterium_pseudolongum	0.2
2b657ed1acf9147bfcf01780118062e8	0.58	NA	1	Succinivibrio_dextrinosolvens	0.8
aac3b8c1023726305946790ee3cd3d2a	0.67	NA	1	AMBIGUOUS	0
491ae506cd1da704ba16299f762285b9	0.52	NA	1	Thermus_scotoductus	0.56
5adfa2b4fcf299a4c851130c48636fa6	0.81	NA	1	Ralstonia_pickettii	0.8
5e6ddffc0a0af4b73d08f3139cde6240	0.66	NA	0.61	Bilophila_wadsworthia	0.45
b00fdf54e6c0b6fc07c2ff0a85000183	0.59	XIVa	0.88	Blautia_producta	0.33
7fbfca96f024fbac5a844bcb4d1ec936	0.73	NA	1	Prevotella_copri	0.88
475e45aa2e7b4d7092e8812f973320d9	0.64	NA	1	Succinivibrio_dextrinosolvens	1
b09b44e8a08be999e39b48f4f0a0be49	0.52	NA	0.89	Okadaella_gastrococcus	0.01
0626cc8fb47e0473059414f0f08da001	0.69	NA	1	Dialister_propionicifaciens	0.75
a02ed4adef39d839b9d716dd2615ec1d	0.52	NA	1	AMBIGUOUS	0
4b73188a3b5d42d32f7b02c8e4451750	0.62	NA	1	Prevotella_copri	1
b83990a19aed186e29e3ea9ad2fc2aad	0.46	NA	0.8	Clostridium_ruminantium	0.33
c52704ec236ffa203cd095004b0ab7c8	0.59	IV	0.82	Eubacterium_desmolans	0.62
450f584928462080cd8cdf0ad28a63b5	0.72	NA	1	Weissella_cibaria	0.62
ec3baa123f99528eb17a8da583a2befd	0.5	NA	1	Nubsella_zeaxanthinifaciens	0.33
0d2212f9aa9e8c2b388992f72248806b	0.63	NA	1	Succinivibrio_dextrinosolvens	1
8b1198b695143008c3d0c15a7cea3f26	0.9	NA	1	Desulfovibrio_piger	0.97
c4da2e62566983f47d8809523ac9a3ba	0.49	NA	0.91	Prevotella_copri	0.7
40fa960a9ade1f89bdc1bc4311aba79a	0.52	NA	1	Prevotella_copri	0.11
16230bb0164868e6e72d2c551de3f5fe	0.69	NA	1	Prevotella_copri	1
e7c9aa1ccd83a11283463ce083cb1e12	0.61	NA	1	Prevotella_stercorea	0.85
cc2b7e84e60b8e244ee93313e0dea3dd	0.47	IV	0.46	Flavonifractor_plautii	0.46
e32890ac697cd8857b9504bb3bed7d9b	0.68	NA	1	Prevotella_copri	1
b243c263822d323eee91418bb76cf887	0.7	XIVa	1	Blautia_luti	1
6e44da9a01c69a25f8f9e320bd263613	0.73	NA	1	Prevotella_copri	1
06c2b91b2fc2fed2550cf42947a386cd	0.66	NA	1	Sutterella_stercoricanis	0.8
1308ebe864fd685fb463928d7c67d593	0.65	NA	0.86	Catenibacterium_mitsuokai	0.86
7fa3ab97b9f6f8b338f8d7a31a1b3f6f	0.57	NA	1	Eubacterium_coprostanoligenes	0.9
fd31cf061723077e9268288d871abeff	0.43	NA	0.69	Phascolarctobacterium_succinatutens	0.17
029f9b5e1bcdc3e8e05705e94fd26288	0.66	XIVa	1	Dorea_longicatena	1
4f40d2dfed8d3bb25214162d43b82c10	0.84	NA	1	Rothia_mucilaginosa	0.98
82e82dc71a31a4c099bd6cc6d43e549e	0.63	NA	1	Succinivibrio_dextrinosolvens	0.93
ac40d42765559d87fedb6dd9fd882a01	0.73	NA	1	AMBIGUOUS	0
bdba36875b65a0be8ddb1428c4f736e6	0.45	NA	0.94	AMBIGUOUS	0
b2d31f5e3b69c84bec38432e0dde01a8	0.55	NA	1	Succinivibrio_dextrinosolvens	0.4
a8bfaba8830fe2ba7d62bec9aea01014	0.61	NA	1	Bifidobacterium_bifidum	0.83
ecca9a73865a23d0f3272d894ad63ac0	0.62	NA	1	Succinivibrio_dextrinosolvens	1
f70369102bfda2e48869739dffdca001	0.47	NA	0.79	Spongiobacter_nickelotolerans	0
09ff5575264fb9f38f925ae182d6b3fa	0.6	IV	0.4	Ruminococcus_bromii	0.4
bf4a6fbbc63db223983d96b6e2292eca	0.76	XIVa	1	Clostridium_scindens	0.86
4cba033acf3dd4b1dbe0eba9166bfc69	0.61	NA	1	Prevotella_copri	0.96
ab47f3c09eb62d2093bef1f5f2de56d6	0.65	XIVa	0.66	Blautia_schinkii	0.6
6c2a36dc2a9e9f73170dbfae6c5b8b4c	0.66	NA	1	Parabacteroides_distasonis	1
44ff173b03725ab3d2a635e25d2627b1	0.59	IX	0.77	Megasphaera_elsdenii	0.77
24b9e8b7125f78484cea31d84c81a98c	0.51	NA	1	Alloprevotella_rava	0.64
4c154509bf872a127e1f3aa573ccaad9	0.76	XIVa	1	Dorea_longicatena	1
414d7369b113a6e5f93e4cf79ae10ec3	0.64	NA	1	Prevotella_ruminicola	0.74
26db0135ed92bec9734f0b418331f0c9	0.79	XIVa	0.9	AMBIGUOUS	0
1397cf81d10eaafb2b3cee62d02c0c24	0.7	IV	1	Faecalibacterium_prausnitzii	1
0ab838188278b114c52f88bc9d625d63	0.65	NA	1	Prevotella_copri	1
1da5b4df19f7c8776079a90854e71b39	0.71	NA	1	AMBIGUOUS	0
51cf2f9bceb0ef40c5fceccd6ae6354d	0.73	NA	1	AMBIGUOUS	0
80550b662da14e4f3b26fbd028620716	0.47	NA	0.58	Bacteroides_thetaiotaomicron	0.07
e3be9dcdf44bf76321de08b3e0e90121	0.61	NA	1	Prevotella_stercorea	1
5a1daa8d4f62843b8cd24603e667b7d0	0.72	NA	0.9	Eubacterium_coprostanoligenes	0.9
44a2001541f292d6436674472bb6c6c9	0.44	IV	0.4	Faecalibacterium_prausnitzii	0.4
421cc46202580133a5ae0d66d4d3c3de	0.73	NA	0.73	Gemmiger_formicilis	0.73
99d33600854d3b29f6387131b2444709	0.46	IV	0.24	Faecalibacterium_prausnitzii	0.24
ff73c6a74a7eebf6ca30669505c9c6cf	0.93	NA	1	AMBIGUOUS	0
8da340311eae4efec2631dd2b0eb9574	0.59	NA	1	Aquaspirillum_arcticum	0.1
b6095f7f35cd795544b1c45f4ffcd577	0.51	NA	1	Akkermansia_muciniphila	0.9
556fef9c83334caa285bd6241996827c	0.56	XIVa	0.6	Blautia_schinkii	0.47
8d0a3dcd60621c98b914148c2a45af34	0.67	NA	1	Parabacteroides_distasonis	0.79
5d4235ec266f9ff7c720cde6d3491b6b	0.73	NA	1	Parabacteroides_distasonis	1
32cdeb18ea82df2fe27db138386ff04c	0.65	NA	1	Collinsella_aerofaciens	1
e26079feb71119a81ddfe0b524e6a8ce	0.56	NA	1	Paenibacillus_naphthalenovorans	0.86
5a141e74be80fa644301b28de04a0edc	0.62	NA	1	Alloprevotella_rava	1
5e7d2b72dfdf4c5f3ee4b27b20e3e0bf	0.69	XIVa	0.93	Ruminococcus_gnavus	0.7
75120dc4cf80dd1e24defbe619b7417f	0.75	XIVa	1	Blautia_wexlerae	0.45
d9b3951a3c39f9a77b6b4a4b79a22544	0.67	XIVa	0.73	Blautia_schinkii	0.35
3a0617577ecb53ffdb13465286165167	0.67	NA	0.8	AMBIGUOUS	0
37350e4673425d28519ae6ca352eccbe	0.66	NA	1	AMBIGUOUS	0
07742e94cca2530aca7e3acdda9f8f66	0.58	NA	1	Bacteroides_caccae	0.6
6ac2c9e461c7d28a7a9f72fa20e95b18	0.64	NA	1	Eggerthella_lenta	0.99
3ff785f5bed8128d267292b8036a88a6	0.6	IV	0.7	Ruminococcus_bromii	0.7
8067245695c938fc1b03ca1160e0fbdc	0.62	XIVa	1	Dorea_longicatena	1
76b0c0f38de28112775c7060565b4292	0.59	NA	0.9	Lactobacillus_ruminis	0.7
626020338f165f4e711a1f4330f1ca0b	0.58	XIVa	0.98	Dorea_longicatena	0.98
d8e8aec7a950f62d7a325701405d5657	0.46	NA	1	Bifidobacterium_bifidum	0.23
df710cb6776e15c1bd9ee137df62682b	0.52	XIVa	0.23	Ruminococcus_obeum	0.05
9f1f9b0ce8ba7ba1220bd03849c0dbee	0.71	IV	1	Faecalibacterium_prausnitzii	1
5e5dffde470c9f1f542855510e906513	0.65	XIVa	0.7	Ruminococcus_obeum	0.38
be0ef3f07e01231357a6c39da0c7911b	0.71	XIVa	0.96	Blautia_wexlerae	0.35
2378a05b77af222b43295d4d3c14980c	0.62	NA	1	Alloprevotella_rava	0.9
3ab883e7bfe09a1c83e8df1e4043af61	0.64	NA	1	Terrahaemophilus_aromaticivorans	0.26
e3045d40d40c8f98c6d3c1a33059125b	0.68	NA	1	Bifidobacterium_choerinum	0.41
b1c660e8bc4884884e70f0ac7f828c89	0.6	NA	1	Barnesiella_intestinihominis	0.93
b46ff8ab0da4e82b09941b815456e8b5	0.67	NA	1	Denitrobacterium_detoxificans	0.4
7d0d062ce018bcea80d1d1f8f7c30386	0.73	XIVa	1	Ruminococcus_gnavus	1
b0692bcfcb8bf756f210009ce928ca0c	0.93	IV	1	Faecalibacterium_prausnitzii	1
d41e945bce0774f3b272037b5eb4438c	0.67	NA	0.9	Gemmiger_formicilis	0.85
142f6634d2ebf485a36b302fd4b1b169	0.58	NA	0.72	Eubacterium_coprostanoligenes	0.7
fadb03cfe76a39e72dc9046066a95f47	0.49	IV	0.41	Sporobacter_termitidis	0.3
563ce76a312338ecf63a34232a5071de	0.63	NA	1	Succinivibrio_dextrinosolvens	1
2c15d36e5e3332d8b9c55d2b6791377f	0.61	NA	1	Alloprevotella_rava	1
c1fcc666deb0c32c429da8b243517038	0.5	NA	1	Allisonella_histaminiformans	0.6
12b7368ee63389c81b77ae65cbc2b0f3	0.63	NA	0.82	Escherichia/Shigella_coli	0.59
7a42b6028266277061af78f581d0b6a2	0.69	AMBIGUOUS	0	AMBIGUOUS	0
363d6c4717538e179e6d52bcd4e6ee2b	0.53	NA	0.57	Christensenella_minuta	0.11
7eb3faf9a168c2af8f783d1267fbe472	0.34	NA	0.98	AMBIGUOUS	0
6597f2eeaa3cf99932ad086cfea89860	0.47	NA	0.85	Catabacter_hongkongensis	0.1
9c90cc379d20dc8163af067821a5b491	0.76	NA	1	Akkermansia_muciniphila	1
48dcfc82c288cc587e40152c401e846b	0.66	NA	1	Bifidobacterium_adolescentis	0.41
13de96ecc86afd3ce282410728163fad	0.69	NA	1	Prevotella_copri	1
e2a6f4ee22d5f34704e7ab71f33d7e57	0.74	XIVa	1	AMBIGUOUS	0
2d55ac8ed253330e513f7c4432ec9c02	0.65	XIVa	0.95	Blautia_schinkii	0.65
b59899618514228600e84283848fa024	0.76	NA	1	Gemmiger_formicilis	0.65
5a208f0e6ad68e8e2f820bc75c744815	0.44	IV	0.68	Oscillospira_guilliermondii	0.58
b23f8f8226fee57296ae1baf5bf893c5	0.71	XIVa	1	AMBIGUOUS	0
502676cd72d14dbddd93674bc5ff3d98	0.71	IV	1	Ruminococcus_bromii	1
6bf4b41a5ef89a5857163a5115e2cc81	0.51	NA	1	Alloprevotella_rava	0.66
3555c881e8f9a292bf6a2f0f5366ff2a	0.63	NA	1	Prevotella_stercorea	1
58c189aeb88edb91aabffecc178365f4	0.63	XIVa	0.81	Eubacterium_hallii	0.71
faccc765cc3bc7ee5a2179f9c4e40e7d	0.68	NA	1	Parabacteroides_distasonis	1
088fee5b23d64df681bd134a1c29083b	0.49	XIVa	0.22	Clostridium_aminovalericum	0.15
a0a28437a6bb561d4093895dccb70c99	0.39	NA	0.9	Cerasicoccus_arenae	0.13
